,FFP_TIER,FLIGHT_COUNT,LAST_TO_END,SEG_KM_SUM,EXCHANGE_COUNT,Points_Sum,AGE,ffp_year
48043,4,5,605,4303,0,2866,36,2011
48044,4,2,80,5429,0,937,41,2006
48045,4,4,190,5439,0,1915,50,2007
48046,4,4,307,6194,0,2694,46,2011
48047,4,4,206,5324,0,2258,42,2009
48048,4,5,302,4152,0,2970,46,2010
48049,4,6,180,7170,0,1284,43,2010
48050,4,4,112,5831,1,1674,55,2006
48051,4,3,49,2964,0,2936,30,2013
48052,4,3,557,2055,0,2886,58,2011
48053,4,2,426,6850,0,2362,44,2013
48054,4,3,263,4538,0,4733,28,2011
48055,4,3,67,3399,0,3261,53,2005
48056,4,2,616,5870,0,2138,19,2012
48057,4,2,616,5870,0,2138,37,2012
48058,4,4,239,5412,0,2009,35,2012
48059,4,4,41,5090,0,1890,36,2007
48060,4,2,286,3385,0,2910,56,2008
48061,4,3,79,4877,0,3169,63,2011
48062,4,3,245,3992,0,2880,38,2007
48063,4,2,150,3289,0,3043,47,2011
48064,4,4,474,5600,0,1840,76,2009
48065,4,3,151,5242,0,2005,35,2006
48066,4,3,347,4627,0,1390,54,2011
48067,4,4,108,3689,0,2887,55,2008
48068,4,2,140,4065,0,2709,42,2012
48069,4,4,438,3732,0,2318,47,2008
48070,4,4,338,5326,0,2628,46,2012
48071,4,3,49,3678,0,3468,48,2011
48072,4,2,48,4736,0,1572,45,2008
48073,4,4,145,5969,0,1805,51,2006
48074,4,2,502,3701,0,3325,46,2011
48075,4,2,578,5389,0,1855,38,2012
48076,4,5,14,4435,0,2608,35,2011
48077,4,3,39,5134,0,2671,38,2006
48078,4,5,88,6870,0,1452,37,2009
48079,4,6,215,4482,0,2279,41,2010
48080,4,4,139,3731,0,3111,43,2012
48081,4,2,228,4045,0,2802,48,2012
48082,4,2,537,4179,0,2159,60,2010
48083,4,6,227,5750,0,2002,52,2006
48084,4,5,534,4260,0,2839,58,2008
48085,4,4,125,3318,0,2984,36,2005
48086,4,4,370,5964,0,1987,31,2013
48087,4,3,389,2795,0,2362,50,2008
48088,4,4,343,3448,0,3094,45,2010
48089,4,3,348,4681,0,3860,47,2011
48090,4,4,90,3398,0,2858,53,2012
48091,4,4,223,4008,0,2996,64,2011
48092,4,4,186,5780,0,3103,47,2008
48093,4,2,377,2616,0,2995,42,2013
48094,4,2,84,4018,0,2882,40,2008
48095,4,5,78,8016,0,1211,30,2013
48096,4,8,3,5971,0,1650,28,2010
48097,4,5,13,3409,0,3536,34,2011
48098,4,4,471,4435,0,2203,31,2010
48099,4,4,286,6584,0,7958,42,2011
48100,4,4,61,4935,0,1801,59,2007
48101,4,3,373,3073,0,3306,47,2012
48102,4,4,27,3135,0,2718,46,2009
48103,4,2,47,4268,0,2793,43,2009
48104,4,2,502,5344,0,1822,52,2012
48105,4,2,398,5344,0,1822,49,2012
48106,4,2,653,5344,0,1822,33,2006
48107,4,2,623,5344,0,1822,45,2011
48108,4,7,575,4278,0,3608,30,2011
48109,4,2,479,5343,0,1838,47,2012
48110,4,2,331,5586,0,2409,33,2010
48111,4,2,697,5586,0,1942,69,2007
48112,4,2,574,5586,0,1942,32,2012
48113,4,3,241,5794,0,1896,37,2010
48114,4,5,169,3339,0,3084,35,2010
48115,4,5,49,3465,0,2984,49,2010
48116,4,2,667,5342,0,1854,33,2012
48117,4,3,474,8278,0,3733,28,2012
48118,4,4,6,3655,0,3035,37,2013
48119,4,3,350,5218,0,2182,33,2007
48120,4,4,90,6768,0,2072,39,2007
48121,4,2,327,6824,0,2448,31,2010
48122,4,3,170,5051,0,2887,39,2013
48123,4,3,160,6250,0,1658,33,2008
48124,4,3,77,3119,0,2511,36,2012
48125,4,3,668,6271,0,2299,33,2010
48126,4,3,23,4148,0,4075,44,2008
48127,4,3,156,4197,0,12953,41,2008
48128,4,4,136,3732,0,2318,48,2010
48129,4,3,236,8526,0,0,41,2013
48130,4,3,233,6034,0,2064,47,2011
48131,4,5,35,3818,0,2256,62,2010
48132,4,2,171,6138,0,2260,54,2008
48133,4,4,221,5988,0,2008,35,2013
48134,4,2,588,7672,0,16276,52,2011
48135,4,2,604,7672,0,3835,52,2011
48136,4,2,593,7672,0,2658,49,2008
48137,4,2,570,7672,0,2658,37,2012
48138,4,2,324,7672,0,1329,35,2007
48139,4,2,538,7672,0,2658,37,2010
48140,4,2,693,7672,0,2658,31,2012
48141,4,2,374,7672,0,2658,62,2013
48142,4,2,91,3934,0,3816,36,2007
48143,4,4,129,4112,0,3293,29,2011
48144,4,4,13,6007,0,1639,53,2012
48145,4,2,630,2045,0,2960,55,2010
48146,4,6,12,5168,0,5449,0,2008
48147,4,2,140,3668,0,3346,35,2010
48148,4,4,620,3164,0,2876,38,2012
48149,4,5,463,6276,0,1663,57,2012
48150,4,3,228,3520,0,2810,34,2010
48151,4,3,78,11082,0,0,45,2013
48152,4,3,600,4432,0,2688,33,2010
48153,4,2,640,5840,0,2198,26,2011
48154,4,2,149,4364,0,5360,30,2010
48155,4,4,442,3716,0,2184,49,2012
48156,4,3,541,4099,0,2136,41,2008
48157,4,3,33,3998,0,2428,48,2010
48158,4,4,39,4141,0,11175,38,2010
48159,4,3,156,4203,0,3276,34,2012
48160,4,2,113,4465,0,3635,39,2012
48161,4,2,261,4639,0,3466,42,2012
48162,4,3,271,8205,0,2120,38,2012
48163,4,4,80,3720,0,4792,45,2012
48164,4,4,171,3558,0,2950,39,2012
48165,4,4,112,4170,0,2944,32,2011
48166,4,5,295,5336,0,3139,42,2010
48167,4,4,1,5587,0,3351,35,2006
48168,4,4,5,5477,0,1904,40,2007
48169,4,3,690,4397,0,1930,47,2011
48170,4,2,81,4570,0,1710,48,2010
48171,4,2,64,3457,0,3234,45,2007
48172,4,9,42,9153,0,1736,34,2012
48173,4,2,430,3061,0,2666,31,2012
48174,4,3,298,4166,0,2628,41,2011
48175,4,3,553,3902,0,2830,32,2011
48176,4,5,448,3527,0,2987,40,2007
48177,4,6,190,7925,0,3112,44,2011
48178,4,3,26,3222,0,2980,33,2012
48179,4,9,305,3787,0,3676,39,2009
48180,4,4,104,5846,0,1452,31,2011
48181,4,3,245,5830,0,2083,18,2011
48182,4,3,195,4064,0,2731,41,2006
48183,4,4,174,6212,0,1578,53,2011
48184,4,4,4,3609,0,3602,41,2012
48185,4,3,243,4578,0,2248,45,2010
48186,4,13,2,4849,0,3200,36,2010
48187,4,6,155,3462,0,2862,36,2012
48188,4,3,56,3969,0,4824,27,2012
48189,4,4,130,6506,0,3072,32,2010
48190,4,4,289,6403,0,2395,51,2008
48191,6,2,152,3532,0,4042,0,2012
48192,4,2,388,3714,0,3190,28,2011
48193,4,4,11,7821,0,1991,82,2012
48194,4,5,11,6134,0,1290,37,2005
48195,4,3,322,4128,0,1861,62,2007
48196,4,2,344,3396,0,2910,0,2008
48197,4,4,657,3056,0,2917,37,2010
48198,4,5,431,5164,0,2443,34,2006
48199,4,3,104,4361,0,2113,43,2012
48200,4,3,519,5324,0,3394,37,2010
48201,4,2,396,5092,0,1814,36,2013
48202,4,3,43,5900,0,1222,56,2006
48203,4,2,599,3963,0,1724,60,2012
48204,4,4,228,6520,0,3740,31,2012
48205,4,5,89,6570,1,9527,30,2008
48206,4,3,205,4769,0,1740,43,2012
48207,4,2,554,4211,0,1584,43,2006
48208,4,4,340,5792,0,2034,32,2011
48209,4,4,249,4632,0,2197,42,2011
48210,4,2,199,3165,0,2933,47,2012
48211,4,5,354,3704,0,2465,34,2008
48212,4,2,125,3966,0,3356,48,2013
48213,4,5,326,5455,0,2509,38,2012
48214,4,2,176,4154,0,2753,55,2006
48215,4,2,163,5552,0,3305,49,2008
48216,4,6,228,3682,0,2940,36,2010
48217,4,2,276,4197,0,2353,41,2011
48218,4,6,530,3805,0,2418,37,2012
48219,4,3,305,3703,0,2782,44,2008
48220,4,3,646,5343,0,2373,52,2012
48221,4,3,646,5343,0,2373,59,2012
48222,4,3,646,5343,0,2373,58,2012
48223,4,3,79,5452,0,1899,33,2011
48224,4,2,695,3052,0,2308,49,2010
48225,4,2,553,3052,0,2308,38,2008
48226,4,3,1,6402,0,2394,53,2012
48227,4,6,124,7418,0,1268,44,2012
48228,4,4,36,6290,0,6195,36,2011
48229,4,4,440,6240,0,2288,33,2012
48230,4,5,35,6490,0,3184,29,2012
48231,4,2,411,2430,0,5723,31,2009
48232,4,3,269,2799,0,2898,26,2010
48233,4,3,519,3451,0,3081,63,2010
48234,4,2,370,3333,0,3126,42,2012
48235,4,2,609,4692,0,1704,28,2012
48236,4,3,259,5049,0,2591,42,2010
48237,4,5,256,6661,0,8143,35,2011
48238,4,2,382,3992,0,2080,49,2008
48239,4,2,529,3934,0,2671,56,2007
48240,4,2,532,3934,0,4805,32,2011
48241,4,2,397,3934,0,2731,29,2013
48242,4,4,3,3587,0,3569,28,2013
48243,4,4,90,5225,0,1862,39,2010
48244,4,2,256,6142,0,2669,33,2012
48245,4,2,549,3385,0,2910,41,2010
48246,4,4,332,4193,0,2388,45,2012
48247,4,3,260,5466,0,1947,28,2011
48248,4,5,163,5853,0,2559,37,2009
48249,6,2,500,3479,0,2322,52,2010
48250,4,2,218,3584,0,2612,0,2010
48251,4,2,583,3385,0,4410,40,2012
48252,4,3,226,3816,0,3028,30,2013
48253,4,3,196,3802,0,3974,35,2012
48254,4,6,41,4576,0,3213,64,2006
48255,4,6,296,3717,0,2443,35,2011
48256,4,7,255,8229,0,1278,47,2005
48257,4,4,221,6205,1,2197,53,2006
48258,4,5,82,4359,0,2468,43,2008
48259,4,5,111,3671,0,3834,42,2011
48260,4,2,4,3467,0,3203,28,2012
48261,4,3,131,5530,0,3497,41,2011
48262,4,5,220,4153,0,3178,34,2011
48263,4,5,289,4823,0,2857,59,2012
48264,4,3,170,3808,0,2554,55,2004
48265,4,5,72,4111,0,2521,32,2010
48266,4,4,7,4326,0,2838,54,2008
48267,4,3,109,4523,0,1785,50,2011
48268,4,2,243,3682,0,3134,38,2010
48269,4,2,90,4026,0,2014,48,2008
48270,4,4,266,5109,0,2218,32,2011
48271,4,3,327,4180,0,1260,64,2012
48272,4,5,9,5029,0,2722,45,2009
48273,4,5,455,5263,0,2955,29,2011
48274,4,3,436,3459,0,2943,32,2012
48275,4,3,206,3834,0,2421,48,2005
48276,4,2,57,3823,0,3390,39,2007
48277,4,4,441,4758,0,3067,42,2012
48278,4,2,177,4938,0,1783,31,2011
48279,4,2,183,5684,0,1970,48,2009
48280,4,2,104,5589,0,1982,25,2013
48281,4,5,20,5950,0,1968,34,2009
48282,4,4,353,5486,0,1923,43,2007
48283,4,2,689,3040,0,2706,30,2010
48284,4,4,47,5502,0,2179,30,2008
48285,4,4,15,5500,0,2179,43,2009
48286,4,4,492,3740,0,2589,39,2005
48287,4,3,93,4345,1,6384,34,2011
48288,4,2,525,4044,0,2730,62,2007
48289,4,4,170,4264,0,3059,53,2013
48290,4,5,97,4957,0,2459,53,2012
48291,6,5,179,3495,0,2996,36,2013
48292,4,4,465,3342,0,14862,42,2011
48293,4,2,47,4500,0,2902,32,2006
48294,4,2,633,4500,0,1658,33,2007
48295,4,5,67,5044,0,2298,36,2007
48296,4,3,628,3373,0,3261,48,2007
48297,4,3,294,4380,0,2071,33,2013
48298,4,4,295,4084,0,2228,36,2012
48299,4,3,575,3141,0,2847,46,2008
48300,4,3,195,3119,0,2598,28,2013
48301,4,4,240,3340,0,3082,61,2007
48302,4,3,242,4700,1,2325,44,2007
48303,4,2,88,3359,0,3153,36,2010
48304,4,6,257,4698,0,2826,32,2012
48305,4,3,282,3160,0,2636,38,2012
48306,4,3,480,4264,0,2455,37,2009
48307,4,3,520,5528,0,2783,30,2012
48308,4,10,231,5268,0,2519,38,2012
48309,4,5,611,3960,0,2348,62,2005
48310,4,8,89,6386,0,5707,38,2012
48311,4,5,81,5195,0,5498,36,2006
48312,4,4,35,7637,0,1775,52,2012
48313,4,4,87,5352,0,2002,40,2012
48314,4,3,219,7748,0,200,43,2012
48315,4,6,198,6184,0,3253,31,2006
48316,4,4,429,3641,0,2632,30,2013
48317,4,2,568,3337,0,2719,35,2012
48318,4,3,684,4075,0,3071,46,2009
48319,4,10,155,7349,1,14430,39,2011
48320,4,3,664,3570,0,3304,31,2012
48321,4,2,79,3965,0,3796,39,2010
48322,4,2,186,3958,0,1998,34,2012
48323,4,3,309,4122,0,6100,24,2009
48324,4,2,158,4434,0,2785,36,2007
48325,4,5,172,4478,0,2151,46,2008
48326,4,2,622,4182,0,2525,42,2011
48327,4,6,65,5376,0,2122,45,2011
48328,4,4,87,3147,0,2764,36,2009
48329,4,3,37,4865,0,1772,46,2006
48330,4,4,460,5409,0,4734,53,2011
48331,4,4,182,5640,0,1550,46,2011
48332,4,3,11,4644,0,2503,37,2012
48333,4,4,116,4605,0,2646,33,2008
48334,4,2,527,3031,0,2831,36,2010
48335,4,6,471,4600,0,2657,62,2011
48336,4,4,334,4187,0,2424,44,2011
48337,4,2,4,3451,0,3178,35,2011
48338,4,3,24,4923,0,1721,46,2006
48339,4,3,28,2884,0,2799,47,2012
48340,4,4,8,5348,0,2596,59,2011
48341,4,2,618,4564,0,1835,46,2012
48342,4,4,98,5300,0,2880,45,2007
48343,4,2,86,3385,0,2910,26,2012
48344,4,2,44,3934,0,3816,29,2006
48345,4,3,390,3638,0,6773,42,2008
48346,4,4,172,5916,0,1692,38,2012
48347,4,3,161,3606,0,2736,41,2006
48348,4,4,210,5178,0,1877,36,2011
48349,4,4,189,4099,0,2713,54,2009
48350,4,3,278,4470,0,2829,0,2007
48351,4,2,80,3882,0,3722,48,2012
48352,4,2,639,4701,0,1861,30,2011
48353,4,2,480,4175,0,5536,33,2010
48354,4,5,194,11112,0,0,40,2012
48355,4,3,287,5602,0,2083,54,2012
48356,4,3,25,3433,0,5869,27,2012
48357,4,2,401,3322,0,4074,34,2011
48358,4,5,178,3363,0,2881,32,2012
48359,4,4,201,4353,0,2635,51,2012
48360,4,2,167,3343,0,3119,37,2011
48361,4,5,15,7596,0,1041,49,2012
48362,4,5,459,5257,0,1951,65,2006
48363,4,6,272,3748,0,3407,33,2010
48364,4,2,186,3289,0,6217,40,2012
48365,4,5,161,4725,0,2307,70,2010
48366,4,2,55,3684,0,3309,41,2012
48367,4,4,9,4972,0,1977,40,2011
48368,4,3,344,4430,0,7085,41,2010
48369,4,10,15,5510,0,3200,50,2006
48370,4,3,63,5109,0,1967,43,2008
48371,4,6,361,8250,0,1452,30,2010
48372,4,3,319,4124,0,2179,36,2005
48373,4,4,174,5600,0,1840,69,2011
48374,4,2,70,4175,0,2768,41,2010
48375,4,2,501,4162,0,2944,51,2006
48376,4,3,9,4589,2,2544,44,2005
48377,4,2,366,5762,0,2084,26,2012
48378,4,2,87,5870,0,2138,37,2012
48379,4,3,165,4631,0,2576,70,2010
48380,4,4,202,3732,0,2815,40,2010
48381,4,4,419,5496,0,2663,43,2012
48382,4,3,597,4122,0,2906,30,2011
48383,4,4,168,5360,0,1474,43,2011
48384,4,3,64,4492,0,1675,43,2013
48385,4,2,708,3697,0,2155,44,2012
48386,4,4,328,5254,0,6656,42,2012
48387,4,4,185,5459,0,1935,47,2011
48388,4,4,72,5144,0,7005,28,2013
48389,4,2,228,5494,0,1994,47,2013
48390,4,6,138,7089,0,1142,36,2007
48391,4,6,5,5087,0,2160,38,2011
48392,4,4,176,4882,0,1658,39,2009
48393,4,3,276,4184,0,3000,29,2010
48394,4,4,320,6894,0,2292,32,2012
48395,4,6,236,5001,0,2249,34,2012
48396,4,4,187,4838,0,3034,35,2013
48397,4,4,11,4887,0,1604,45,2010
48398,4,2,516,3413,0,9485,56,2007
48399,4,2,120,5344,0,1822,49,2008
48400,4,4,490,7087,0,4803,35,2012
48401,4,4,216,3904,0,7669,53,2007
48402,4,2,542,3774,0,2468,45,2011
48403,4,3,458,3853,0,2748,35,2010
48404,4,3,197,3500,0,20632,35,2012
48405,4,2,580,3850,0,2325,55,2012
48406,4,2,365,4644,0,1648,40,2008
48407,4,4,474,4110,0,2242,42,2012
48408,4,4,173,6698,0,1248,42,2010
48409,4,5,33,6324,0,1331,39,2005
48410,4,5,8,5339,0,2216,43,2005
48411,4,5,460,4544,0,2409,32,2007
48412,4,2,165,4078,0,3910,33,2010
48413,4,6,69,5300,0,1983,34,2007
48414,4,2,637,2321,0,30251,57,2005
48415,4,4,127,3885,0,2573,31,2011
48416,4,3,390,4493,0,2554,41,2009
48417,4,3,6,3935,0,3594,31,2007
48418,4,2,113,3888,0,2978,48,2008
48419,4,8,171,4640,0,2200,35,2012
48420,4,2,272,4129,0,1527,44,2008
48421,4,5,222,4599,0,3723,32,2009
48422,4,4,329,3548,2,8860,42,2005
48423,4,3,27,3771,0,2633,24,2010
48424,4,3,300,4830,0,3136,40,2009
48425,4,2,568,4020,0,2202,40,2006
48426,4,4,9,4602,0,3532,39,2009
48427,4,3,82,3837,0,3998,70,2012
48428,4,2,540,3014,0,3040,65,2012
48429,4,3,551,3850,0,2736,52,2012
48430,4,3,219,3588,0,2673,42,2007
48431,4,2,693,3135,0,2140,56,2012
48432,4,3,30,4082,0,2661,48,2006
48433,4,5,20,3893,0,2320,36,2008
48434,4,4,342,7092,0,2492,58,2011
48435,4,5,250,3396,0,3192,54,2009
48436,4,3,102,3973,0,2859,39,2012
48437,4,3,1,4304,0,2648,30,2010
48438,4,6,126,5576,0,1891,37,2009
48439,5,2,44,3385,0,12308,32,2010
48440,4,3,318,5146,0,1771,48,2011
48441,4,2,521,3477,0,3117,47,2012
48442,4,3,93,5106,0,2456,38,2012
48443,4,4,164,4568,0,2150,33,2009
48444,4,4,419,4196,0,2131,44,2006
48445,4,5,198,4006,0,2404,38,2013
48446,4,2,561,4154,0,2753,43,2008
48447,4,2,576,4154,1,2753,52,2005
48448,4,2,192,4154,0,2753,41,2012
48449,4,2,20,4154,0,2753,31,2012
48450,4,4,332,4763,0,2161,34,2011
48451,4,9,115,4820,0,3636,34,2012
48452,4,3,340,4200,0,1380,70,2007
48453,4,3,332,5292,0,2037,43,2007
48454,4,6,211,4059,0,4726,37,2010
48455,4,4,69,4446,0,8683,58,2010
48456,4,2,390,3762,0,2161,31,2012
48457,4,2,477,3762,0,2161,35,2011
48458,4,3,6,5901,0,1526,47,2006
48459,4,2,86,3934,0,3816,48,2006
48460,4,5,247,4875,0,2404,41,2005
48461,4,4,86,3919,1,3020,40,2005
48462,4,3,168,4827,0,2935,50,2009
48463,4,2,683,3772,0,2527,31,2011
48464,4,4,161,3440,0,3472,44,2011
48465,4,5,97,4180,0,2425,47,2011
48466,4,2,418,4998,0,2633,31,2009
48467,4,2,281,3560,0,2688,48,2010
48468,4,2,492,3539,1,3140,58,2011
48469,4,2,460,3539,0,3140,63,2012
48470,4,2,482,3539,0,3140,45,2012
48471,4,4,32,5059,0,2483,39,2012
48472,4,2,45,5420,0,2576,36,2010
48473,4,2,485,4724,0,1780,46,2009
48474,4,5,529,2739,0,2982,43,2010
48475,4,5,151,3951,0,2551,31,2012
48476,4,5,216,5427,0,1700,37,2011
48477,4,4,617,6185,0,1732,31,2012
48478,4,2,79,4047,0,2705,46,2010
48479,4,2,242,3210,0,2816,40,2009
48480,4,2,492,4044,0,2694,42,2006
48481,4,3,21,4987,0,1999,25,2011
48482,4,4,198,8061,0,1089,41,2008
48483,4,4,467,6838,0,1801,42,2010
48484,4,4,678,3005,0,2777,33,2012
48485,4,7,34,5521,2,2210,61,2009
48486,4,3,234,4322,0,4600,46,2005
48487,4,13,7,7540,0,2700,36,2013
48488,4,4,190,4086,0,2988,53,2007
48489,4,3,401,3450,0,2743,54,2008
48490,4,6,130,8046,0,1329,39,2011
48491,4,4,581,3780,0,3075,31,2011
48492,4,2,96,3394,0,3394,34,2008
48493,4,6,338,5785,0,4999,52,2012
48494,4,4,282,4019,0,2579,53,2011
48495,4,2,205,3183,0,2901,48,2008
48496,4,4,512,6931,0,2858,51,2011
48497,4,5,11,6943,0,959,48,2008
48498,4,5,300,4642,0,2457,44,2012
48499,4,5,178,6130,0,2487,36,2012
48500,4,4,531,4556,0,1557,62,2007
48501,4,3,307,4472,0,2006,30,2012
48502,4,3,351,3240,0,2933,38,2006
48503,4,2,107,3834,0,2544,32,2011
48504,4,3,588,3870,2,43291,48,2011
48505,4,2,1,3729,0,2125,70,2008
48506,4,3,398,4482,0,1726,33,2012
48507,4,4,217,4754,0,4381,37,2008
48508,4,2,418,4193,0,2145,33,2010
48509,4,2,500,5454,0,1990,48,2009
48510,4,3,225,4128,0,2179,32,2013
48511,4,5,27,5871,0,1670,43,2010
48512,4,3,45,3944,0,1985,33,2007
48513,4,3,445,6694,0,2019,45,2007
48514,4,5,179,3722,0,2816,22,2011
48515,4,3,528,2999,0,2786,50,2012
48516,4,3,318,2999,0,2801,41,2011
48517,4,3,184,3284,0,3083,48,2008
48518,4,4,18,3287,0,2960,38,2007
48519,4,4,204,5500,0,7132,33,2009
48520,4,2,328,4531,0,1511,42,2013
48521,4,5,213,7160,0,4663,30,2012
48522,4,5,181,5223,0,1877,41,2011
48523,4,4,151,4193,0,2842,48,2009
48524,4,3,48,3455,0,3065,27,2013
48525,4,3,533,4622,0,2375,36,2008
48526,4,4,30,5171,0,3116,26,2013
48527,4,2,7,4615,0,2661,34,2009
48528,4,4,91,4117,0,2524,43,2009
48529,4,5,187,3822,0,2192,29,2011
48530,4,4,132,3732,0,2815,38,2009
48531,4,3,198,4770,0,1600,58,2005
48532,4,2,712,3421,0,2964,46,2012
48533,4,2,613,2852,0,2587,33,2011
48534,4,2,157,3630,0,2585,54,2007
48535,4,4,466,3930,0,2432,44,2009
48536,4,3,686,4583,0,1852,47,2012
48537,4,2,352,2994,0,2514,33,2011
48538,4,2,536,2994,0,2514,41,2011
48539,4,2,515,2994,0,2514,39,2012
48540,4,4,490,4332,0,2500,62,2007
48541,4,3,110,4137,0,2259,38,2009
48542,4,3,380,4507,0,2541,38,2012
48543,4,4,245,4618,0,2757,40,2011
48544,4,4,325,5954,0,1447,31,2012
48545,4,4,38,3230,0,2977,27,2012
48546,4,4,231,3244,0,3408,36,2013
48547,4,5,94,4055,0,3320,57,2012
48548,4,3,398,6464,0,1932,25,2012
48549,4,4,113,4521,0,1629,38,2009
48550,4,2,256,3851,0,2664,44,2008
48551,4,2,234,7672,0,1729,29,2012
48552,4,4,465,4827,0,1885,30,2012
48553,4,3,185,5600,0,2935,31,2012
48554,4,4,96,5135,0,3092,31,2010
48555,4,3,158,4348,0,2171,31,2012
48556,4,2,8,5644,0,2100,31,2008
48557,4,2,122,5644,0,2100,47,2005
48558,4,2,226,4532,0,2965,41,2005
48559,4,3,685,2991,0,2674,63,2007
48560,4,3,343,2991,0,2590,41,2012
48561,4,2,50,4154,0,3285,39,2010
48562,4,6,4,5328,0,1866,38,2011
48563,4,10,3,4130,0,3200,65,2012
48564,4,5,347,5296,0,1920,46,2009
48565,4,2,146,3934,0,2671,57,2005
48566,4,2,129,3934,0,2671,36,2011
48567,4,4,32,4561,0,1446,69,2008
48568,4,3,200,4384,0,2115,65,2011
48569,4,4,81,7426,0,428,38,2011
48570,4,5,284,5165,0,2153,39,2012
48571,4,3,319,6211,0,1518,53,2010
48572,4,2,402,4268,0,1596,42,2009
48573,4,4,173,4295,0,2311,33,2008
48574,4,6,139,7023,1,1906,78,2008
48575,4,3,151,3068,0,3111,53,2006
48576,4,2,585,4267,0,1621,31,2012
48577,4,3,412,4088,0,1848,44,2012
48578,4,4,4,4717,0,3869,37,2010
48579,6,2,242,5457,0,2174,53,2006
48580,4,5,429,3866,0,2790,32,2012
48581,4,3,419,7154,0,1196,49,2012
48582,4,2,363,3609,0,3297,57,2009
48583,4,5,44,4177,0,2326,44,2010
48584,4,5,349,3479,0,2416,54,2011
48585,4,4,4,3533,0,3432,40,2012
48586,4,3,145,4089,0,2789,25,2011
48587,4,2,371,5684,0,1970,31,2013
48588,4,2,680,5684,0,1970,30,2012
48589,4,2,702,5684,0,2464,60,2012
48590,4,2,340,5684,0,1970,41,2008
48591,4,4,342,2984,0,3276,40,2012
48592,4,2,157,4658,0,2475,48,2008
48593,4,5,124,6533,0,3124,35,2013
48594,4,7,282,3380,0,3263,31,2012
48595,4,3,56,5464,0,1825,30,2010
48596,4,4,457,6995,0,1659,45,2011
48597,4,3,111,5058,0,1252,37,2009
48598,4,2,291,5966,0,2072,31,2010
48599,4,3,267,4666,0,1957,32,2011
48600,4,2,221,3830,0,3630,37,2011
48601,4,6,4,5205,0,2187,38,2012
48602,4,5,194,3658,0,3079,53,2006
48603,4,3,37,5123,1,4614,71,2007
48604,4,4,2,5064,0,2221,35,2011
48605,4,3,202,3702,0,2817,43,2010
48606,4,4,627,5420,1,1908,34,2007
48607,4,3,345,4084,0,3021,54,2012
48608,4,2,554,4801,0,3389,55,2007
48609,4,3,198,4320,0,2692,45,2013
48610,4,5,46,5157,0,3173,27,2011
48611,4,3,167,4146,0,2307,76,2010
48612,4,3,350,5829,0,2008,53,2008
48613,4,2,678,4258,0,2867,39,2011
48614,4,3,219,4833,0,2840,45,2011
48615,4,5,101,5119,0,2221,55,2012
48616,4,3,376,4648,0,2698,41,2009
48617,4,2,504,2257,0,2918,25,2012
48618,4,3,47,4608,0,2390,44,2010
48619,4,4,351,4040,0,2894,51,2013
48620,4,3,383,3393,0,2410,39,2008
48621,4,2,367,4256,0,2195,35,2011
48622,4,4,321,4041,0,2316,46,2010
48623,4,3,143,3992,0,2396,34,2013
48624,4,4,354,5470,0,2407,42,2010
48625,4,5,267,5843,0,2155,32,2009
48626,4,3,490,4630,0,1535,64,2007
48627,4,5,39,6736,0,1370,30,2013
48628,4,5,319,5946,0,2078,41,2005
48629,4,4,246,3523,0,3034,52,2007
48630,4,3,275,4005,0,2193,42,2008
48631,4,2,147,4428,0,2761,34,2006
48632,4,2,178,3261,0,3593,53,2007
48633,4,7,434,7371,0,1558,30,2012
48634,4,2,610,4101,0,1561,50,2012
48635,4,4,518,4640,0,1639,49,2007
48636,4,3,70,5265,0,2766,39,2012
48637,4,5,9,5072,0,1980,39,2012
48638,4,6,117,3712,0,2766,58,2011
48639,4,3,262,3582,0,2984,34,2009
48640,4,4,505,6104,0,1383,30,2009
48641,4,3,266,3695,0,2798,37,2009
48642,4,5,227,5975,0,1712,34,2012
48643,4,2,56,3100,0,2995,30,2012
48644,4,3,674,2797,0,2221,30,2010
48645,5,2,82,3324,0,3280,60,2008
48646,4,2,373,3966,0,1342,61,2007
48647,4,2,683,3966,0,1342,42,2009
48648,4,2,725,3966,0,1342,43,2009
48649,4,4,216,5300,0,1442,32,2013
48650,4,3,552,5402,0,2620,66,2012
48651,4,3,136,4765,0,2421,39,2008
48652,4,2,566,3812,0,3088,48,2012
48653,4,3,604,3741,0,2393,31,2007
48654,4,3,688,3357,0,2502,31,2008
48655,4,3,32,3778,0,2907,37,2011
48656,4,4,21,5149,0,1988,41,2012
48657,4,3,383,3169,0,2659,42,2012
48658,4,5,61,3245,2,4601,35,2007
48659,4,7,15,3326,0,3984,30,2012
48660,4,4,80,5589,0,1369,41,2011
48661,4,4,181,5772,0,1649,27,2012
48662,4,11,83,7447,0,1731,32,2012
48663,4,2,207,4350,0,3199,32,2013
48664,4,3,12,4926,0,3023,29,2010
48665,4,2,402,5942,0,2040,41,2005
48666,4,5,322,4344,0,2529,43,2010
48667,4,3,71,4418,0,2801,39,2010
48668,4,6,363,4902,0,8461,42,2012
48669,4,2,145,4570,0,1538,28,2013
48670,4,2,376,4570,0,2591,28,2012
48671,4,2,615,4570,0,1538,38,2012
48672,4,2,615,4570,0,1738,42,2006
48673,4,4,232,4048,0,3599,38,2013
48674,4,2,74,4154,0,4465,35,2009
48675,4,2,155,4154,0,2753,32,2010
